merchant_id,tax_registration,merchant_name,mobile_no,start_date,email,address,state,country,pincode,description,longlat
121,"84ea76bd-2552-4815-a987-0d0f31c7b339","Michael Ramos LLP",924039095,"1997-09-24 19:08:37","120_Nedra@yahoo.com","10532 Green Axe Bank","ca","us",179371,"of","-100.33 : 37.28"
122,"276eb52b-76da-42b1-995d-c63efd9c6f26","David Greene Inc",901914412,"1998-01-25 15:36:55","121_Lynn@yahoo.com","98514 Sweet Rabbit Valley","co","us",238024,"bottle crustacea yeah that i thinking","-76.44 : 41.76"
123,"9e434ea3-1111-4621-99b0-4ee7eed0a201","Marva Owen Inc",929627591,"1982-08-19 10:10:42","122_Cindy@yahoo.com","44938 High Wagon Niche","fl","us",211447,"","-82.29 : 33.98"
124,"844b749a-e392-48cc-a2d4-390ae513c920","Barbara Sanchez Inc",914725782,"1993-03-16 21:19:55","123_Brittany@hotmail.com","58109 Noble View Way","nj","us",626491,"with","-87.61 : 34.17"
125,"0638929d-98c5-4498-b3a8-6c27f9fc94f8","Ashley Funk Inc",978605866,"1989-10-03 06:41:30","124_Jeff@gmail.com","30101 Little Mill Orchard","de","mx",468064,"thanks but sugar so","-72.62 : 43.38"
126,"ed39afa8-bb28-4151-ae3e-ad59557041bf","Leonard Babineaux Inc",990766301,"1987-04-09 20:57:10","125_John@gmail.com","13992 Happy Maple Bayou","hi","br",931954,"for years a pulling","-84.28 : 30.45"
127,"7f2b33df-3703-4d2c-9dfc-45a526f89e06","Regina Gordon Inc",929989251,"1981-06-04 05:05:42","126_Susanna@yahoo.com","82640 Thunder Bear Pace","ga","de",749121,"in the the","-70.61 : 41.75"
128,"d8407758-a61f-4d01-a8cc-dcaf59bfb784","Betty Sullivan Inc",911234500,"1993-09-29 00:36:37","127_Loretta@gmail.com","4254 Fallen Cottage Farms","ca","in",700082,"","-79.80 : 39.55"
129,"43b119b9-685c-43cf-8d90-ad07ce0d2487","Louise Weber Inc",880138752,"1981-01-28 03:45:52","128_Courtney@hotmail.com","15604 Green Blossom Jetty","id","de",619214,"know lab ever i these how a too slowly you wow us will","-89.58 : 33.05"
130,"d921e3d0-21e1-428c-bf49-cccef637eccf","John Fierro Inc",981009308,"1990-09-05 18:27:50","129_Lindsey@hotmail.com","3083 Calm Rock Summit","al","us",873709,"continues so old-fashioned toccoa keep away they'll that's the find","-97.76 : 37.26"
131,"4552ab77-8ac0-4f10-97a7-30678da8beb5","Karen Anderson Inc",927871458,"1993-08-20 23:20:05","130_Stephanie@gmail.com","125 Long Hickory Bend","fl","in",864396,"","-95.65 : 40.60"
132,"e060af5a-c7aa-448f-9afa-9e6f2fe575ee","Ted Wirth Inc",983118755,"1995-02-10 19:44:02","131_Daniel@gmail.com","9756 Cool Harbor View","md","de",773678,"appears every sacred that must've","-102.39 : 31.07"
133,"76f4f37e-8e00-406c-aca7-d32b563b8f52","Norma Jones Inc",946480142,"1982-09-15 06:02:15","132_Marilynn@hotmail.com","70234 Golden Fox Pass","ca","br",151625,"we last one even so","-93.69 : 31.78"
134,"e05fa09b-cbb3-413c-b153-df3659310966","Margaret Wood Inc",976284782,"1999-12-14 07:39:27","133_Debbie@gmail.com","68586 Gentle Cider Falls","mi","us",110952,"could play away know a show new wife","-75.70 : 44.15"
135,"15d117a4-182b-4b00-83c5-301908eff39a","Mildred Block Inc",953827913,"1982-07-15 23:45:12","134_Julie@gmail.com","1575 Indian Lamb Hollow","ca","us",840389,"","-75.11 : 40.42"
136,"4bd5a012-7633-4cac-aed2-fafa39419e81","Cynthia Cato Inc",974403024,"1982-10-23 18:20:18","135_Tony@gmail.com","36583 Middle View Road","ma","de",797675,"best put never let's me to krusty slight going people","-98.23 : 26.21"
137,"26bd22d0-6675-4bd7-b1be-c0c091f38d68","Bethann Jones Inc",965374592,"1982-05-28 06:50:32","136_Charles@gmail.com","22376 Orange Brook Summit","ca","de",310517,"","-77.31 : 38.54"
138,"6e9a94d4-8642-470b-ba4a-a8389d360618","Antonio Patrick Inc",883308710,"1991-09-08 02:17:08","137_Gary@hotmail.com","16489 Strong Pioneer Knoll","nj","us",961851,"and an her but of","-84.13 : 33.88"
139,"cf095bd3-da52-4f99-afc1-46112255f5a8","Shavon Eggers Inc",931366792,"1994-06-02 20:59:11","138_Ann@hotmail.com","16176 Orange Peach Vale","md","uk",409150,"","-81.86 : 38.04"
140,"49566487-79a2-4e95-8b85-6bd5fcf0e9a3","Amy Comer LLP",982132837,"1992-03-01 16:30:50","139_Rebecca@gmail.com","5811 Emerald Bridge Valley","tx","in",568430,"a own this over","-92.62 : 39.76"
141,"4d90a585-9d99-4ae7-9f3a-8e30dc40a2fd","Raymon Maziarz Inc",965590324,"1990-10-13 13:18:22","140_Ronald@gmail.com","53081 Quaint Cottage Lagoon","il","jp",725924,"dad i marriage would i now i'm what's too","-157.48 : 59.35"
142,"ed1cb29c-cf35-487c-9d3f-90152ffe5c7e","Robert Berry Inc",968932502,"1983-06-10 15:59:49","141_Matthew@gmail.com","68449 Fallen Cloud Avenue","ny","jp",171451,"this","-123.80 : 44.74"
143,"1b11a424-b8d8-4186-aa23-13a14ab5d0b2","John Brown LLP",927545910,"1995-04-12 17:33:09","142_Elizabeth@gmail.com","16740 Long Acorn Run","tn","ru",726861,"right i'd distorting sowell truth","-78.24 : 40.67"
144,"84bd3ad1-21c9-422d-b921-2ad8fc326b7e","Ruben Terrell LLP",900368562,"1990-12-30 05:34:11","143_Charleen@gmail.com","21758 Heather Panda Dell","mi","us",667874,"for i'm not last you stallard my like it seat you","-75.00 : 40.18"
145,"d5b9a3e9-087a-4995-86fe-31928c5a71e6","Michele Johnson Inc",967465376,"1986-01-11 05:01:23","144_Hope@gmail.com","6758 Rustic Acorn Court","in","jp",811001,"still the sure a that up at answers so screams whoa wife within","-92.57 : 40.19"
146,"51c9e2e7-b8f3-4ef8-b9cd-0f1d3d4456b5","Thomas Dalton Store",982214825,"1997-03-02 10:05:51","145_Bruce@gmail.com","15763 Cool Beacon Street","nj","ru",987537,"and again i look me","-70.60 : 41.71"
147,"c4397cec-a831-46fe-b884-e98a6b517cf4","Joshua Horton Inc",955623267,"1980-02-28 01:39:37","146_Robyn@yahoo.com","69037 Fallen Spring Orchard","wi","jp",804740,"","-70.87 : 44.17"
148,"0a48df9f-1b6e-4f31-9326-c5afdd1a6181","Thomas Steinhoff Inc",912254416,"1991-11-14 14:02:11","147_Vicki@yahoo.com","37264 Broad Forest Isle","ca","jp",940620,"is punish don't","-117.09 : 32.72"
149,"de07f03b-34b0-44c9-8afb-76333b1d1b21","John Garrett Inc",931419948,"1982-07-31 14:46:01","148_Terri@gmail.com","17408 Gentle Squirrel Lane","va","de",594541,"out morenz true control come bicycle damn isn't to have nuclear","-96.84 : 28.39"
150,"bcfa88fb-acd5-4247-aedf-e93515f664dc","Charles Swafford Inc",995285969,"1993-04-28 23:00:28","149_Anne@gmail.com","12015 Square Island Circle","wi","us",520818,"see it's there","-88.04 : 30.68"
151,"c9dc3a35-fa2d-40e8-ae4b-27845514888a","Mary Askew Inc",914336270,"1992-08-28 01:34:57","150_Donald@hotmail.com","22953 Big Squirrel Pike","nm","ko",898883,"","-104.81 : 39.69"
152,"cc47b9b3-3d3e-4a66-b917-8159f47b8fdf","Kevin Wise Inc",957098267,"1994-12-22 11:38:04","151_Wallace@gmail.com","93590 Quaking Prairie Woods","il","br",436774,"it's back dignity old i dad sport she did both i'll the smoking ask children this you of","-73.95 : 41.02"
153,"4e2ed62d-26bb-4fa4-b235-44134c83b04d","John Baltz LLP",905027399,"1998-01-23 22:15:03","152_Kenneth@yahoo.com","3485 Velvet View Isle","nv","fr",608568,"already","-88.66 : 34.44"
154,"a696d5f6-26c8-46ad-bf84-3957a5da0297","Stephanie Steward Inc",930087229,"1984-04-13 10:07:33","153_Kathy@gmail.com","65250 Little Maple Saunter","mi","us",668407,"the hang what's the","-73.10 : 41.92"
155,"62edaf3c-0ac3-4090-b9f0-ebb9613bd0f6","George Farias LLP",957396435,"1993-02-13 19:25:41","154_Kyle@yahoo.com","88669 Lone Log Lagoon","ca","jp",997188,"they","-106.33 : 35.64"
156,"bd2ad563-89dc-4196-a13a-8dac588d2f0d","Daniel Mitchell Store",926577542,"1993-12-03 22:20:19","155_Maria@yahoo.com","79009 Pleasant Brook Dell","va","ru",930390,"","-66.25 : 18.39"
157,"cccc3a65-8b5a-4383-b153-37668a7ab52c","Raul Hare Inc",939139871,"1999-03-01 01:09:57","156_Alicia@gmail.com","78650 Calm Castle Arbor","oh","us",209528,"innocent","-97.37 : 31.45"
158,"4c10ec47-feb9-4ff2-9cef-4d14ca462c90","Luke Hammond LLP",966415326,"1986-07-08 11:37:46","157_Steven@hotmail.com","35198 Hush Maple Pike","fl","pi",299875,"","-84.35 : 41.29"
159,"c2ef35f0-2b25-4a4b-8e7a-124970d84c9d","Jennifer Harvey Inc",931614250,"1980-08-30 03:48:33","158_Earl@yahoo.com","28521 Cozy Deer Woods","ok","de",134274,"i'm of wife meals thinks","-85.03 : 35.95"
160,"dd3eb017-a861-4e18-8137-08ccae136946","Isabelle Blakeley Inc",978583533,"1986-02-26 08:57:04","159_Susan@gmail.com","10038 Cotton Turtle Villa","fl","uk",374732,"three you oh from","-88.07 : 46.08"
161,"2c670a00-820d-4748-98ab-881964a0b127","Aaron Kunz Inc",910970410,"1980-10-24 02:27:05","160_Ricky@gmail.com","94253 Emerald Embers Promenade","ks","jp",274993,"excuse down","-76.04 : 36.73"
162,"fa1bd331-a43a-4c81-b36b-500af0db65f3","Gina Goudy LLP",944515830,"1993-05-22 01:39:00","161_Kimberly@gmail.com","36934 Noble Flower Place","ga","jp",878640,"","-71.58 : 41.16"
163,"153b0677-fb6c-42b2-b50f-84c56ae2e448","Lynda Hess LLP",970592353,"1996-10-29 21:13:35","162_Ralph@gmail.com","93462 Heather Willow Rove","ga","jp",517578,"but this old there the leader best mr only wrong go want that blah marge ducks","-92.94 : 43.05"
164,"4087d3d0-f0ff-4a2b-b5d8-d2b942106808","Lisa Naber Inc",964326109,"1987-07-20 19:26:30","163_Brandon@gmail.com","59836 Dusty Bear Journey","pa","br",257736,"i","-75.34 : 43.58"
165,"dff2fa0c-2138-4b56-a2f7-4144c6cad0c8","Jason Perkins Inc",947362836,"1987-07-20 03:44:41","164_Anthony@yahoo.com","13970 Tender Beacon Lagoon","ca","ru",923008,"get not meet and have everything poor the","-97.33 : 32.75"
166,"6e3d3a4d-d93d-45cc-988a-c772d15f4df0","Ruben Dick Inc",917543182,"1983-04-01 00:04:06","165_Carole@hotmail.com","38632 Sleepy Nectar Run","ne","mx",181323,"of you subject would growling meet","-83.19 : 39.93"
167,"b9d3deaa-4981-4c7a-8e77-d9b762d75ca4","John Baldwin Inc",890255609,"1988-07-01 11:24:10","166_Gloria@yahoo.com","86052 Hidden Stone Run","al","jp",253733,"i","-94.41 : 37.23"
168,"ee81429d-dfae-494c-aec3-30bfba43f196","William Nelson Inc",961745400,"1980-11-30 08:46:32","167_Loretta@hotmail.com","63499 Twin Beaver Woods","ia","jp",142385,"police and of store maybe customers greatest of can confiscate all can't fine do you","-118.18 : 46.15"
169,"faa7970c-e6a8-4be9-9ecb-c8bc6e63973f","Howard Cole Inc",942764845,"1982-08-13 20:55:48","168_David@gmail.com","71660 Golden Hickory Hollow","ut","in",511074,"one jobs of oh thanks a be","-97.74 : 30.26"
170,"e5980d07-f8d4-44fb-bf6c-dd955a21c53b","Alexa Jones Inc",955334614,"1999-09-23 10:02:09","169_Ferne@yahoo.com","29343 Lonely Forest Estates","pa","us",514450,"mild can't please simpsons those life the all that is didn't","-81.92 : 39.08"
171,"5e26f996-0a14-412b-9e87-4416b40c4fc4","Robert Moore Inc",880869750,"1993-12-11 08:31:13","170_Mary@gmail.com","10463 Cool Swan Stead","pa","br",502277,"disrupt mmm i right it just you laughter here women about","-72.68 : 42.51"
172,"92bab225-4afc-4725-a49d-4105b6ff9677","William Rivera Inc",933506303,"1994-07-19 13:19:32","171_Velma@gmail.com","530 Foggy Bluff Ramble","nm","ru",451988,"homer|","-79.83 : 40.51"
173,"aa38a476-715a-436a-a219-b68334f99fdf","John Shiver Inc",998992266,"1984-04-10 10:25:35","172_Madeline@yahoo.com","51678 Middle Blossom Promenade","md","fr",337738,"always","-84.67 : 32.08"
174,"7f8dd61e-af54-440d-a497-7d4f0291a38d","Bernice Espana Inc",956997692,"1980-01-28 13:43:37","173_Brandie@gmail.com","13633 Middle Sky Acres","tx","us",341924,"tie one join this a cook deal","-103.34 : 34.18"
175,"136e56fb-16ac-4e6e-a36d-d2d4983e369d","Darlene Ruiz Inc",884658479,"1991-05-22 11:08:12","174_Jean@gmail.com","98917 Crimson Creek Heights","wv","uk",772915,"","-118.31 : 34.06"
176,"42949723-2173-43bd-8771-3e0329156ef3","Matthew Bradshaw LLP",945140703,"1990-03-14 08:29:45","175_Pamela@gmail.com","28501 Middle Dale Valley","al","us",515027,"their to before in that okay","-87.63 : 44.73"
177,"fdbdcc36-23d0-4186-a1fa-fc52ec946fa0","Phillip Chung Inc",921831799,"1993-07-27 20:47:03","176_Donald@gmail.com","67658 Hush Butterfly Edge","wi","us",894096,"","-85.71 : 32.43"
178,"6414f327-3948-444b-b548-3d92abe6fd22","Bruno Jackson Inc",998425498,"1983-05-25 05:55:10","177_Amanda@yahoo.com","12297 Burning Feather Jetty","nc","us",660440,"on i'm your i i komar","-74.04 : 40.92"
179,"03a152cf-0a38-4cd9-b8f9-005312038287","Irma Calhoun Inc",935058976,"1989-08-27 03:19:57","178_Adan@gmail.com","75252 Tawny Zephyr Circle","nj","us",503253,"eating","-113.66 : 37.87"
180,"219800e3-ac3a-45db-a103-9201dee7689b","Janice Diaz Inc",956447101,"1986-08-24 04:39:23","179_Laura@gmail.com","19697 Shady Pine Saunter","md","in",103756,"skinner's the hope directions you yes twelve o work","-89.23 : 43.18"
181,"26d79e2a-a861-4ad7-aa1c-5d1828a5569d","May Ruff Inc",994698081,"1980-05-19 01:00:34","180_Brian@gmail.com","4317 Honey Bluff Wander","tx","ru",996662,"bill the","-123.75 : 44.57"
182,"9ee19809-c70d-4b2c-8ee5-1ce70408f83a","Melinda Stevenson Inc",914868139,"1999-09-14 01:43:29","181_Marian@hotmail.com","9373 Calm Castle Path","wi","mx",596020,"","-116.20 : 43.61"
183,"dd218cba-dba8-4b9e-9bf8-91ea6e1fc6c1","William Long LLP",959414089,"1988-05-11 00:30:15","182_Crystal@gmail.com","23519 Crystal Pioneer Way","ny","ru",529742,"elderly burns tell but will and original mean just beer over look","-94.11 : 36.45"
184,"6b2844c7-69cb-4eb5-9a05-baa3e3dd23c0","Monica Strawser Inc",934440945,"1987-09-18 03:39:19","183_Pamela@hotmail.com","38694 Burning Brook Acres","ks","de",697528,"lisa grunts the could the of one","-81.52 : 41.08"
185,"35dfdfa5-c334-470e-864c-3473a4aa6195","Hazel King Inc",988699739,"1980-08-02 20:28:46","184_Juan@gmail.com","35975 Lazy Shadow Orchard","oh","fr",493739,"is","-80.68 : 33.34"
186,"d9bfa280-831c-4664-9197-0ce60315329b","Stanley Hampton Store",892964680,"1982-12-16 04:30:23","185_Beatrice@gmail.com","52569 Fallen Rabbit Isle","oh","de",795931,"uh","-90.82 : 37.45"
187,"7c921f9a-b470-4ea2-8be5-c76320ebf1eb","Amy Grisham Inc",883944876,"1984-11-07 18:10:46","186_Gerald@yahoo.com","69011 Indian Bear Falls","wa","us",193468,"were dates and is ooh","-82.64 : 27.75"
188,"5d8c79c7-7ff9-4b45-aaec-fc5bbdc660f8","Jeff Quinonez Inc",962476220,"1980-03-26 07:58:39","187_Charlotte@gmail.com","92231 Square Leaf Trace","nv","mx",816433,"fired i got it no won't fascinating my do you right coughing to there smell or the than does at babbling","-107.55 : 40.52"
189,"9d332aef-67ea-498d-bd77-8e3be7d95b6d","Vicki Lopez Inc",951658957,"1982-03-11 09:05:35","188_Albertha@gmail.com","25662 Silver River Turn","nc","in",472897,"yourself it's to be","-108.79 : 34.31"
190,"11bb3d9c-f135-4f24-a5c0-4dbb982eb70c","Mark Haynes Inc",920643766,"1993-02-12 03:17:57","189_Ted@hotmail.com","153 Turning Diamond Crest","in","us",788745,"to no how almost lovelies hello wife tickets like","-93.06 : 33.42"
191,"c38728fe-f700-4a0f-8918-da7d5f49978b","Tricia Lopez Inc",930722481,"1994-10-19 06:15:28","190_Jesus@gmail.com","180 Stony Treasure Edge","ri","ko",849699,"i'll a mother","-106.43 : 31.84"
192,"af8ec3eb-888e-40c5-808a-e5f35beffe9e","Amelia Thompson Inc",933621869,"1983-08-04 05:05:28","191_Karen@gmail.com","9700 Heather Bird Ledge","ca","in",708254,"a the to dating whoo-hoo you","-93.61 : 41.57"
193,"8ae1dec1-ab1e-4993-80cf-8df84b68deaa","Virgil Malone Inc",962525093,"1986-03-06 18:40:05","192_Krista@hotmail.com","190 Silver Berry Farms","ny","ru",334834,"second don't laughs today on else's like reverend stand bowl him hear","-75.16 : 39.95"
194,"0bf65541-ed0a-433e-be99-99aaee7a82d9","Ashley Flores Inc",965273681,"1998-06-18 05:04:03","193_Arnold@gmail.com","105 Little Pebble Twist","oh","us",166298,"","-77.23 : 40.56"
195,"e9fba0ac-778c-4f96-83df-ce6b84d7498b","Harry Campbell Inc",964590314,"1993-01-21 15:13:58","194_Raymond@gmail.com","3523 Cold Zephyr Rove","ga","ko",579406,"that's tell","-81.00 : 36.21"
196,"9f2f6fd1-184d-4211-8238-a402abf18651","John Thomas Inc",944652843,"1990-09-15 16:40:21","195_Ronald@hotmail.com","78844 Silver Axe Pace","ar","br",760485,"as his got his great mad ooh spells","-91.12 : 30.44"
197,"63565dcc-e23a-4c0b-aa93-2664a74d76f9","Kenneth Goetz Inc",909213896,"1983-12-07 21:57:42","196_Donald@gmail.com","11296 Calm Shadow Gate","or","jp",497531,"filth to guy sorry were now you about farewell announcer by your nervous very all geez we my yeah may","-76.14 : 43.28"
198,"b048d9a7-7722-4109-94ab-208adf6f9b54","Jessie Schultz Inc",996586690,"1986-05-05 20:13:14","197_Aaron@hotmail.com","54003 Lone Harbor Ridge","nc","ko",180053,"","0.00 : 0.00"
199,"efbb801e-8fbe-460a-bcce-8f56235c01b7","Jessie Knuth LLP",997258462,"1994-09-08 06:24:48","198_Ethel@gmail.com","69931 Jagged Goat Swale","tx","br",457723,"miss yes a","-156.67 : 20.89"
200,"4529de2b-d418-4bd7-b2ed-247e40794a72","Jacob Ames Store",898805319,"1993-12-04 01:34:04","199_Marjorie@hotmail.com","27101 Silver Apple Round","fl","us",471539,"oh","-82.22 : 27.99"
201,"5abe9e31-165b-4143-972e-20f39f80d2a9","Dwain Wolf Inc",913575577,"1993-08-06 20:47:05","200_Ramon@gmail.com","10 Merry Leaf Saunter","tx","uk",609958,"you they can't bart drive","-116.33 : 33.70"
202,"8909d2d9-bef8-40a3-8997-53432be0b34f","Sandra Bell Inc",898878207,"1983-05-31 16:28:17","201_Sonny@hotmail.com","1547 Small Log Ramble","co","ru",441474,"really a sat like ironmongery deserve now place a","-106.07 : 38.51"
203,"223039ff-f423-443c-98c3-61d5799f9b42","Evangeline Wolfe Inc",946162847,"1986-04-09 06:19:22","202_Sara@gmail.com","2021 Tawny Squirrel Drive","ny","fr",269736,"comprehensible he my female this on brains it i bart hell earlier age thing trees your us","-109.46 : 31.54"
204,"ae493f3f-347b-44c6-9817-0a26469d13a9","Dede Wharton Inc",995544395,"1991-03-25 02:21:30","203_George@gmail.com","31656 Red Pumpkin Promenade","md","ru",131708,"bring","-81.92 : 40.62"
205,"56470908-d929-4cd3-8869-7549da29042d","Robert Makin LLP",930739600,"1999-11-30 06:36:03","204_Patricia@hotmail.com","17752 Cold Bird Swale","tx","us",725756,"in with five you hearts is a together","-86.95 : 39.53"
206,"789f4438-71a7-4a64-a314-7f52f16560a5","Chase Ganz Inc",929415397,"1998-10-14 10:36:47","205_William@yahoo.com","52331 Sunny Lake Point","fl","ru",463279,"to","-92.77 : 38.17"
207,"f23d81b0-0865-436f-831d-a27a0a265c3f","Margaret Huffman LLP",963907465,"1981-07-06 17:14:16","206_Bessie@gmail.com","69430 Pretty Anchor Lane","nj","br",346949,"we off from george can popular don't","-95.65 : 34.32"
208,"48cb1e67-3bf8-4dfc-a8bc-70142e755e5f","Scott White Store",889601571,"1990-08-08 21:30:44","207_Martha@gmail.com","3312 Sweet Island Dell","wi","us",936937,"a yet oh be one right me a evening the me your has wrong","-72.57 : 42.04"
209,"e174a9db-8cf2-4515-9d71-f0c04d35d39d","Melvin Vance Inc",977845622,"1997-08-18 20:54:38","208_Ronald@yahoo.com","5910 Quaking Hills Meadow","or","mx",755864,"with","-90.79 : 40.42"
210,"3eb2dff7-449c-46f3-8d96-3a4c8608e1b1","Frank Wingfield Inc",907049985,"1988-11-15 15:08:21","209_Jennifer@gmail.com","17198 Green Pioneer Haven","nj","mx",744082,"live for and you've pops ladies","-84.51 : 39.09"
211,"951c62c7-ddb4-44e6-a6b7-d5461c858f2a","Tamika Sikes LLP",912228737,"1982-03-20 12:57:27","210_Laverne@gmail.com","40569 Velvet Bear Haven","pa","br",281126,"go was i","-72.07 : 43.42"
212,"794dbd91-60b7-4e5c-84de-7d33ec092843","Felicia Dickerson Inc",917561595,"1984-11-13 10:06:11","211_Marie@hotmail.com","71545 Shady Fawn Point","ny","ko",958450,"no","-84.45 : 38.04"
213,"1f2cae2a-4b5f-4295-bb92-2de3504a2034","Alex Griffith Inc",977861446,"1986-02-10 08:53:02","212_Lenore@gmail.com","65446 Burning Pine Saunter","pa","in",773864,"and or that mm","-84.51 : 39.09"
214,"a8298a9e-fc21-49c6-9fbb-9d55706472d3","Juana Sweeney Inc",893870475,"1985-02-26 06:34:13","213_Erma@gmail.com","15976 Pied Cider Flats","nc","de",794019,"it have simpson covetousness than sauce neither remember is he gearhart hi our but here's","-111.81 : 41.69"
215,"2262a88c-0cea-4895-8a40-05311e472c5f","Russell Breshears Inc",969561358,"1999-11-23 07:46:30","214_Charlie@yahoo.com","14193 Birch Pioneer Pace","wy","in",323152,"i'm you you i've max me you do","-89.12 : 44.50"
216,"a80840bf-be87-4169-98bd-c7c48dd04dc7","Yvette Graham LLP",943408629,"1991-12-07 20:06:01","215_Ling@hotmail.com","63650 Big Brook Heights","ca","fr",976649,"","-94.19 : 44.90"
217,"313734e7-c899-4622-8a90-dbf3360751d2","James Bacon Inc",937130138,"1992-10-04 22:53:51","216_Samuel@hotmail.com","248 Lost Timber View","ga","fr",763169,"home ball in","-80.39 : 27.64"
218,"3e3bae8a-cdbd-4260-a616-50a5968b33f1","Margaret Castellon Inc",927775485,"1997-10-03 03:04:13","217_Steven@gmail.com","10502 Ivory Gate Niche","ky","fr",188386,"who's look a i'll mind year happy hmm i is go quit crosland audience","-84.90 : 33.16"
